id,sentence_id,text,category,preannotation,created_at,updated_at,user
2673,No sequence ID (upload ID: 19759),"ኮሮናቫይረስ፡ በሰመመን ውስጥ እያሉ የተመረጡት የብራዚሉ ከንቲባ በኮቪድ-19 ሞቱ. 
    የብራዚሏ ጎያኒያ ከተማ በኮቪድ-19 ህይወታቸው ያለፈው ከንቲባዋ ማጉይቶ ቪየላ ምክንያት በሃዘን ተውጣለች ፖለቲከኞችና ከንቲባው በህይወት እያሉ ይደግፉት የነበረው የእግር ኳስ ክለብ ተጫዋቾችም ሃዘናቸውን በማህበራዊ ሚዲያዎች ላይ እየገለፁ ነው...",health,No preannotation,2023-01-05 19:48:44.285487+00:00,2023-01-05 19:48:44.285519+00:00,messay.gemeda
2674,No sequence ID (upload ID: 19760),"ጦርነት እና ግጭት የኢትዮጵያውያንን ማኅበራዊ ትስስር እየበጣጠሱት ይሆን?. 
    የተመድ ዋና ፀሐፊ አንቶኒዮ ጉቴሬዝ በቀደም’ለታ እንዲህ አሉ “በኢትዮጵያ ነገሩ ሁሉ ከቁጥጥር ውጪ እየወጣ ነው፤ የኢትዮጵያውያን ማኅበራዊ ድራቸው እየተበጣጠሰ ነው...",politics,No preannotation,2023-01-05 19:48:53.218607+00:00,2023-01-05 19:48:53.218641+00:00,messay.gemeda
2680,No sequence ID (upload ID: 19762),"የብራዚል እና አርጀንቲና ጨዋታ በኮሮናቫይረስ ምክንያት ተቋረጠ. 
    ትናንት እሁድ ዕለት በዓለም ዋንጫ ማጣሪያ ብራዚል እና አርጀንቲና ሲያደርጉት የነበረው ጨዋታ አንዳንድ ተጫዋቾች የኮቪድ-19 መመሪያዎችን ተላልፈዋል በሚል እንዲቋረጥ ተደረገ ሶስት የአርጀንቲና ተጫዋቾች የለይቶ ማቆያ መመሪያዎችን ተላልፈዋል በሚል የብራዚል ጤና ኃላፊዎች ጥያቄ መሠረት ዳኞች ጨዋታው በተጀመረ በጥቂት ደቂቃዎች ውስጥ እንዲቋረጥ ወስነዋል...",sports,No preannotation,2023-01-05 19:49:41.684369+00:00,2023-01-05 19:49:41.684409+00:00,messay.gemeda
2682,No sequence ID (upload ID: 19763),"የሩሲያ ጦር ቁልፍ ከሆነችው የዩክሬን ከተማ እንዲያፈገፍግ ተደረገ. 
    ሩሲያ ወታደሮቿን ቁልፍ ከሆነችው የዩክሬን ሊማን ከተማ አስወጥታለች ይህም እርምጃ ሩሲያ በምስራቅ ዩክሬን ለምታደርገው ወታደራዊ ዘመቻ ትልቅ ሽንፈት ነው ተብሏል...",politics,No preannotation,2023-01-05 19:49:48.430332+00:00,2023-01-05 19:49:48.430361+00:00,messay.gemeda
2687,No sequence ID (upload ID: 19765),"ኮቪድ-19፡ የኢትዮጵያ አየር መንገድ ዓለም አቀፉን የኮቪድ-19 የይለፍ መተግበሪያን መጠቀም ከአፍሪካ ቀዳሚ ሆነ. 
    የኢትዮጵያ አየር መንገድ ዓለም አቀፉን የኮሮናቫይረስ የይለፍ መተግበሪያ [አፕ] በመጠቀም ከአፍሪካ የመጀመሪያው መሆኑ ተገለጸ አየር መንገዱ በድረ ገጹ ላይ እንዳስታወቀው በዓለም አቀፉ የአየር ትራንስፖርት ማኅበር (አያታ) የተዘጋጀውን የዲጂታል የይለፍ መተግበሪያን በመቀበል በአፍሪካ ካሉ አየር መንገዶች የመጀመሪያው ሆኗል...",business,No preannotation,2023-01-05 19:50:47.512164+00:00,2023-01-05 19:50:47.512191+00:00,messay.gemeda
2689,No sequence ID (upload ID: 19766),"ከታሰሩ ፖለቲከኞች ውስጥ ‘የተደበደበ’ እና ‘በረሃብ አድማ’ ላይ ያሉ መኖራቸው ተነገረ. 
    የባልደራስ ለእውነተኛ ዴሞክራሲ ፓርቲ ፕሬዝዳንት አቶ እስክንድር እንደተደበደቡ ጠበቃቸው ሲናገሩ አቶ ጃዋር መሐመድና አቶ በቀለ ገርባ የረሃብ አድማ ላይ መሆናቸውን አንድ የፓርቲያቸው ኃላፊ ተናግረዋል የአቶ እስክንድር ነጋ ጠበቃ የሆኑት አቶ ሔኖክ የሸዋሉል ለቢቢሲ እንደተናገሩት ደንበኛቸው በቁጥጥር ስር ከዋሉ በኋላ ለማግኘት እንዳልቻሉ ገልጸው፤ ዛሬ ፖሊስ በእስክንድር ቤት ላይ ፍተሻ ለማድረግ ይዘዋቸው እንደሄዱና ድብደባ እንደተፈፀመባቸው ቤተሰቦቻቸው እንዳሳወቋቸው ጠበቃው ገልፀዋል...",politics,No preannotation,2023-01-05 19:51:03.114231+00:00,2023-01-05 19:51:03.114260+00:00,messay.gemeda
2696,No sequence ID (upload ID: 19767),"ዚምባብዌ የዋጋ ንረትን ለመግታት የወርቅ ሳንቲሞችን አስተዋወቀች. 
    የዚምባብዌ ማዕከላዊ ባንክ ከአገሪቱ ኢኮኖሚ ማሽቆልቆል ጋር ተደምሮ እየናረ የመጣውን የዋጋ ንረት ለመግታት የወርቅ ሳንቲሞችን በመገበያያነት ለመጠቀም ይፋ አድርጓል የአገሪቱ ዓመታዊው የዋጋ ግሽበት ከ190 በመቶ በላይ ማደጉን ተከትሎ የማዕከላዊ ባንቡ በያዝነው ወር የወለድ ተመኑን ከእጥፍ በላይ በማሳደግ 200 በመቶ አድርሷል...",business,No preannotation,2023-01-05 19:52:18.388686+00:00,2023-01-05 19:52:18.388714+00:00,messay.gemeda
2697,No sequence ID (upload ID: 19768),"የሚንስትሮች ምክር ቤት 'ሕወሓት እና ሸኔ' በሽብርተኛነት እንዲሰየሙ የውሳኔ ሐሳብ አስተላለፈ. 
    የሚንስትሮች ምክር ቤት ዛሬ ባካሄደው ስብሰባ  ሕዝባዊ ወያኔ ሓርነት ትግራይ (ሕወሓት) እና ሸኔ በሽብርተኛነት እንዲሰየሙ የውሳኔ ሐሳብ ማስተላለፉን የጠቅላይ ሚንስትሩ ጸ/ቤት አስታወቀ ሁለቱ ቡድኖች ባለፉት ሦስት ዓመታት የመጣውን ለውጥ ለመቀልበስ በተለያዩ የሀገሪቱ ክፍል በሰላማዊ ዜጎች ላይ ያነጣጠሩ ጥቃቶች ሲፈጸሙ ቆይተዋል ብሏል ጸ/ቤቱ...",politics,No preannotation,2023-01-05 19:52:23.908901+00:00,2023-01-05 19:52:23.908929+00:00,messay.gemeda
2700,No sequence ID (upload ID: 19769),"የፀጥታው ምክር ቤት የአፍሪካ ሕብረት እያደረገ ላለው የሰላም ጥረት ድጋፉን ሰጠ. 
    በትግራይ ክልል ተቀስቅሶ ወደ አማራና አፋር ክልሎች የተዛመተውና አንድ ዓመት ያስቆጠረውን ደም አፋሳሽ ጦርነት ለማርገብ በተጠራው የፀጥታው ምክር ቤት ጉባዔ የአፍሪካ ሕብረት እያደረገ ላለው የሰላም ተነሳሽነት ድጋፍ ተሰጥቷል ይህ ድጋፍ የተሰጠው የአፍሪካ ሕብረት የአፍሪካ ቀንድ ልዩ መልዕክተኛ ኦሉሴጉን ኦባሳንጆ ከኢትዮጵያ ባለስልጣናት እና ከትግራይ አመራሮች ጋር ድርድሩን አስመልክቶ የነበረው ውይይት በበጎ መልኩ ተቀባይነት ማግኘቱን ከገለጹ በኋላ ነው...",politics,No preannotation,2023-01-05 19:52:41.040394+00:00,2023-01-05 19:52:41.040424+00:00,messay.gemeda
2708,No sequence ID (upload ID: 19772),"ኤርትራ የአፍሪካ ነጻ የንግድ ቀጠናን ያልፈረመች ብቸኛዋ ሃገር ሆነች. 
    የአፍሪካ የምጣኔ ሃብት ኃያል ሃገር ባለቤት ናይጄሪያ የአፍሪካ ነጻ የንግድ ቀጠና ስምምነትን ፈረመች ይህም ኤርትራን ስምምነቱን ያልፈረመች ብቸኛዋ አፍሪካዊት ሃገር አድርጓታል...",business,No preannotation,2023-01-05 19:54:57.871370+00:00,2023-01-05 19:54:57.871398+00:00,messay.gemeda
2710,No sequence ID (upload ID: 19773),"ቤትዎ ውስጥ ያሉ መገልገያዎች ምን ያህል እንደሚጮሁ ያውቃሉ?. 
    ቴክኖሎጂ እድሜው ይርዘምና ቤታችን በኤሌክትሮኒክስ ከተሞላ ሰነባብቷል ውሃ የምናሞቀው፣ ቡና የምናፈላው፣ ልብስ የምናጥበው. . . በማሽን  ነው...",technology,No preannotation,2023-01-05 19:55:09.403048+00:00,2023-01-05 19:55:09.403077+00:00,messay.gemeda
2713,No sequence ID (upload ID: 19774),"የኮሮናቫይረስ ወረርሽኝ ተስፋውን የነጠቀው የኩላሊት ሕመምተኛ. 
    አቶ ሲሳይ ተስፋዬ ሁለቱ ኩላሊቶቹ ሥራ ካቆሙ ከሦስት ዓመት በላይ ሆኖታል የኩላሊት በሽታው የአልጋ ቁራኛ ሳያደርገው በፊት በኢትዮጵያ አየር መንገድ ተቀጥሮ በመስራት ቤተሰቡን በአግባቡ ከመምራት ባለፈ ከሚያገኘው ደመወዝ ቆጥቦ የሪል ስቴት ቤት እስከመግዛት ደርሶ ነበር...",health,No preannotation,2023-01-05 19:55:55.518146+00:00,2023-01-05 19:55:55.518202+00:00,messay.gemeda
2714,No sequence ID (upload ID: 19775),"በኮሮናቫይረስ ምክንያት እየተፈለፈሉ ያሉት ሐሰተኛ መድኃኒቶች. 
    የኮሮናቫይረስ ወረርሽኝ መዛመትን ተከትሎ በታዳጊ አገራት ሐሰተኛ መድኃኒቶች በከፍተኛ ሁኔታ መጨመራቸውን የዓለም አቀፉ ጤና ድርጅት አስታውቋል እነዚህን መድኃኒቶች መውሰድ የከፋ የጎንዮሽ ጉዳት ሊያስከትሉም እንደሚችሉ ድርጅቱ በተጨማሪ አስጠንቅቋል...",health,No preannotation,2023-01-05 19:56:03.699794+00:00,2023-01-05 19:56:03.699824+00:00,messay.gemeda
2717,No sequence ID (upload ID: 19777),"የደንቢዶሎ ዩኒቨርስቲ ተማሪዎችን አግተው ለታጣቂዎች ሰጥተዋል የተባሉ ተጠርጣሪዎች ተከሰሱ. 
    ከወራት በፊት ባልታወቁ ሰዎች ታግተው የደረሱበት ካልተወቁ የደምቢዶሎ ዩኒቨርሲቲ ተማሪዎች እገታ ጋር በተያያዘ የተጠረጠሩ አስራ ሰባት ሰዎች ላይ የሽብር ወንጀል ክስ ተመሰረተባቸው በብሔራዊው ቴሌቪዥን እንደተዘገበው ዛሬ አርብ ሐምሌ 10/2012 ዓ.ም በፌዴራሉ ከፍተኛ ፍርድ ቤት በጠቅላይ ዐቃቤ ሕግ ሦስት ክስ የተመሰረተባቸው ሰዎች 17 ሲሆኑ የክስ መዝገቡም እነከሊፋ አብዱራህማን በሚል እንደሚጠራም ተገልጿል...",politics,No preannotation,2023-01-05 19:56:34.782707+00:00,2023-01-05 19:56:34.782735+00:00,messay.gemeda
2721,No sequence ID (upload ID: 19778),"ኬኒያ፡ ""ምክር ቤቱ የህፃናት ማቆያ አልነበረውም"" የተባረሩት የፓርላማ አባል. 
    ኬኒያ ውስጥ ረቡዕ ዕለት ጨቅላ ልጃቸውን የሕዝብ እንደራሴ ምክር ቤት አቅፈው በመምጣታቸው ከምክር ቤት እንዲወጡ የተደረጉት የፓርላማ አባል ምክር ቤቱ ሕፃናት ማቆያ አለው መባሉን አስተባበሉ ዙሌካ ሐሰን ከምክር ቤቱ እንዲወጡ ከተደረገ በኋላ ምክትል አፈጉባዔው ምክር ቤቱ ጨቅላ ህፃናት ላላቸው አባላት ማቆያና መንከባከቢያ የሚሆን ማቆያ እንዳለ ገልጠው ነበር...",politics,No preannotation,2023-01-05 19:57:19.062434+00:00,2023-01-05 19:57:19.062464+00:00,messay.gemeda
2724,No sequence ID (upload ID: 19779),"በሶማሌ ክልል የታሰሩት አራት ጋዜጠኞች ፍርድ ቤት ቀረቡ. 
    በሶማሌ ክልል መሰረቱን ያደረገው ነበድ የቴሌቪዢን ጣቢያ ከቀናት በፊት መዘጋቱን ተከትሎ በፖሊስ ቁጥጥር ስር የዋሉት የጣቢያው አራት ጋዜጠኞች አርብ ኅዳር 03/2014 ዓ.ም ፍርድ ቤት ቀረቡ በቀድሞዋ የሴቶች፣ ህጻናት እና ወጣቶች ሚኒስቴር ፊልሰን አብዱላሂ ባለቤትነት ስር እንደነበረ የሚነገረው ነበድ ቴሌቪዢን ጣቢያ የተዘጋውና ጋዜጠኞቹ የታሰሩት ባሰራጨው ፕሮግራም ይዘት ምክንያት እንደሆነ ተነግሯል...",politics,No preannotation,2023-01-05 19:57:51.260919+00:00,2023-01-05 19:57:51.260947+00:00,messay.gemeda
2729,No sequence ID (upload ID: 19782),"45 ሺህ ሹፌሮች ያሉት ኡበር የሎንዶን የሥራ ፍቃዱን ተነጠቀ. 
    ኡበር የተሰኘው የታክሲ አገልግሎት ሰጭ ድርጅት በእንግሊዝ ከተማ ሎንዶን እንዲሠራ የተሰጠው ፈቃድ ተነጠቀ 'ትራንስፖርት ፎር ሎንዶን' የተሰኘው የታክሲ አገልግሎት ኩባንያዎች ፈቃድ ሰጭ መሥሪያ ቤት ኡበር ሎንዶን ውስጥ ለመሥራት አቅምና አግባብነት የለውም ሲሉ ነው ፈቃዱን የነጠቁት...",business,No preannotation,2023-01-05 19:58:57.542297+00:00,2023-01-05 19:58:57.542325+00:00,messay.gemeda
2731,No sequence ID (upload ID: 19783),"የተባበሩት መንግሥታት ድርጅት በአማራ እና አፋር ክልሎች ያለው የሰዎች መፈናቀል አሳስቦኛል አለ. 
    የተባበሩት መንግሥታት ድርጅት የስደተኞች ከፍተኛ ኮሚሽን (ዩኤንኤችሲአር) በአማራ እና አፋር ክልሎች ያለው የሰዎች መፈናቀል አሳስቦኛል አለ ይህ የተባለው የኮሚሽን ድርጅቱ ቃል አቀባይ ቦሪስ ቼሽርኮቭ በጀኔቫ ለጋዜጠኞች በሰጡት መግለጫ ላይ ነው...",politics,No preannotation,2023-01-05 19:59:10.741660+00:00,2023-01-05 19:59:10.741701+00:00,messay.gemeda
2733,No sequence ID (upload ID: 19784),"ለአፍሪካ ዋንጫ ውድድር ከሁሉ ቀድመው ካሜሮን የገቡት ዋሊያዎች. 
    በኮሮናቫይረስ ምክንያት በአንድ ዓመት የዘገየው 33ኛው የአፍሪካ ዋንጫ አሁንም በወረርሽኙ ስጋት ውስጥ ሆኖ በመጪው ወር ጥር 01/2014 ዓ.ም ካሜሩን ውስጥ መካሄድ ይጀምራል በዚሁ ውድድር መሳተፋቸውን ያረጋገጡት ዋልያዎቹም ባለፈው ሳምንት እሁድ ከሁሉም የአፍሪካ አገራት ቀድመው ካሜሩን በመድረስ ዝግጅታቸውን ጀምረዋል...",sports,No preannotation,2023-01-05 19:59:43.973262+00:00,2023-01-05 19:59:43.973290+00:00,messay.gemeda
2735,No sequence ID (upload ID: 19785),"የዓለም ጤና ድርጅት ተፈጸመ የተባለውን ወሲባዊ ጥቃት እመረምራለሁ አለ. 
    የዓለም ጤና ድርጅት በዲሞክራቲክ ኮንጎ የኢቦላ ወረርሽኝነን ለመቆጣጠር የተሰማሩ የእርዳታ ድርጅት ሠራተኞች ሴቶች ላይ ወሲባዊ ጥቃት አድርሰዋል መባሉን እንደሚያጣራ አስታወቀ የዓለም ጤና ድርጅት እና የሌላ የተራድኦ ድርጅት ሠራተኞች በዲሞክራቲክ ኮንጎ ወሲባዊ ጥቃት አድርሰዋል የሚል ክስ ቀርቧል...",health,No preannotation,2023-01-05 20:00:07.540802+00:00,2023-01-05 20:00:07.540831+00:00,messay.gemeda
2739,No sequence ID (upload ID: 19786),"ፋይዘር የኮሮናቫይረስ ማከሚያ መድኃኒቱን ታዳጊ አገራች እንዲያመርቱት ፈቀደ. 
    ፋይዘር በሙከራ ደረጃ ያለውን የኮሮናቫይረስ ማከሚያ እንክብል መድኃኒቱን ታዳጊ አገሮች እንዲሠሩት እና እንዲያከፋፍሉት ፈቀደ የአሜሪካው መድኃኒት አምራች ፋይዘር በ95 ታዳጊ አገራት እንክብል መድኃኒቱ እንዲመረት የተስማማው የተባበሩት መንግሥታት ከሚደግፈው ሜድስንስ ፔሸንት ፑል ድርጅት ጋር በመጣመር ነው...",health,No preannotation,2023-01-05 20:00:20.423709+00:00,2023-01-05 20:00:20.423739+00:00,messay.gemeda
2741,No sequence ID (upload ID: 19787),"የአሜሪካ ምርጫ፡ ትራምፕ እና ባይደን የመጨረሻ ሰዓት ቅስቀሳ እያደረጉ ነው. 
    ፕሬዝደንት ዶናልድ ትራምፕ እና ተቀናቃኛቸው ጆ ባይደን እሁድ ዕለት የመጨረሻ ቅስቀሳዎቻቸውን ለማካሄድ ወደተለያዩ የአሜሪካ ክፍሎች ተጉዘዋል ፕሬዝደንት ትራምፕ በአገሪቱ የሚገኙ አምስት ጦርነት የተካሄደባቸውን ቦታዎች የጎበኙ ሲሆን፤ ጆ ባይደን ደግሞ ፔንሲልቬኒያ ውስጥ የምረጡኝ ቅስቀሳቸው በማካሄድ ንግግር አድርገዋል...",politics,No preannotation,2023-01-05 20:00:27.706370+00:00,2023-01-05 20:00:27.706398+00:00,messay.gemeda
2745,No sequence ID (upload ID: 19788),"አወዛጋቢው የሙሴቪኒ ልጅ ፕሬዝዳንት እሆናለሁ ሲሉ ቃል ገቡ. 
    የኡጋንዳው ፕሬዝዳንት ሙሴቪኒ ልጅ የአባታቸውን የስልጣን መንበር ለመረከብ ያላቸውን ፍላጎት ገለፁ ጄነራል ሙሆዚ ካያኔሩጋባ በትዊተር ሰሌዳቸው ላይ እናታቸውን ፕሬዝዳንት በመሆን እንደሚክሷት በመግለጽ ጽፈዋል...",politics,No preannotation,2023-01-05 20:00:38.189690+00:00,2023-01-05 20:00:38.189717+00:00,messay.gemeda
2752,No sequence ID (upload ID: 19790),"በኢትዮጵያ ከባንኮች በሚወጣ የገንዘብ መጠን ላይ ገደብ ተጣለ. 
    ኢትዮጵያ ከባንኮችና ከማክሮ ፋይናንስ ተቋማት በሚወጣ የጥሬ ገንዘብ ላይ ገደብ መጣሏን አስታወቀች የኢትዮጵያ ብሄራዊ ባንክ ዛሬ ይፋ ባደረገውና ተግባራዊ በሚሆነው መመሪያው መሰረት ተቋማትና ግለሰቦች ከባንኮች በቀንና በወር ውስጥ ከባንኮች በሚያወጡት የጥሬ ገንዘብ መጠን ላይ ገደብ ተጥሏል...",business,No preannotation,2023-01-05 20:01:35.253769+00:00,2023-01-05 20:01:35.253797+00:00,messay.gemeda
2753,No sequence ID (upload ID: 19791),"ሩሲያ ጎረቤቴ ፊንላንድ ኔቶን ከተቀላቀለች የአጸፋ ርምጃ እወስዳለሁ ስትል ዛተች. 
    ሩሲያ ጎረቤት አገር ፊንላንድ የሰሜን አትላንቲክ የጦር ቃል ኪዳን ድርጅትን (ኔቶ) ከተቀላቀለች ""የአጸፋ ርምጃዎችን"" እወስዳለሁ ስትል ዛተች ከሞስኮ የውጭ ጉዳይ ሚኒስቴር የወጣው መግለጫ የፊንላንድ የኔቶ አባልነት የሁለቱን አገራት የሁለትዮሽ ግንኙነት በእጅጉ ከመጉዳቱ ባለፈ ለሰሜን አውሮጳ ደኅንነት እና መረጋጋት አደጋ ነው ብሏል...",politics,No preannotation,2023-01-05 20:01:47.885795+00:00,2023-01-05 20:01:47.885823+00:00,messay.gemeda
3059,No sequence ID (upload ID: 19744),"የቻይና ቀጣዩ የሕይወት ዘመን ፕሬዝዳንት የሚሆኑት ሰው ማን ናቸው?. 
    20ኛው የቻይና ኮሚኒስት ፓርቲ ጉባኤ እሁድ ጥቅምት 06/2015 ዓ.ም. ይጀምራል ጉባኤው ዢ ጂንፒንግ እስኪሞቱ ድረስ የቻይና ፕሬዝዳንት እንዲሆኑ ይወስናል ተብሎ ይጠበቃል...",politics,No preannotation,2023-01-05 20:42:04.847235+00:00,2023-01-05 20:42:04.847325+00:00,yonasgebeyaw1990
3131,No sequence ID (upload ID: 19792),"ኮሮናቫይረስ፡ ብዙ ያልተነገረለት ኮቪድ-19 በአንጎላችን ላይ ሊያደርስ የሚችለው ጉዳት ምንድን ነው?. 
    ስትሮክ፣ ቅዠት፣ ጭንቀት፣ ግራ መጋባት፣ ድካም ፣ እያለ ይቀጥላል ኮቪድ-19 የመተንፈሻ አካላት ላይ ብቻ ጉዳት የሚያደርስ ከመሰላችሁ ተሳስታችኋል...",health,No preannotation,2023-01-05 20:58:29.855777+00:00,2023-01-05 20:58:29.855807+00:00,messay.gemeda
3144,No sequence ID (upload ID: 19795),"የአውሮፓ ህብረት ተመድ ላቋቋመው ዓለም አቀፉ መርማሪ ኮሚሸን የኢትዮጵያ መንግሥት እንዲተባበር ጠየቀ. 
    የአውሮፓ ህብረት የተባበሩት መንግሥታት ድርጅት የሰብዓዊ መብቶች ምክር ቤት በኢትዮጵያ የእርስ በርስ ጦርነት የተፈጸሙ የጦር ወንጀሎችን እና የመብት ጥሰቶችን ለማጣራት ላቋቋመው ዓለም ዓቀፉ የሰብዓዊ መብት ኮሚሽን ሙሉ ትብብር እንዲያደርግ የኢትዮጵያ መንግሥትን ጠይቋል የአውሮፓ ህብረት ይህንን የጠየቀው በትናንትናው ዕለት ሚያዝያ 1፣ 2014 ዓ.ም የሰብዓዊ መብት ተሟጋቾቹ አምነስቲና ሂውማን ራይትስ ዎች በምዕራብ ትግራይ ተፈፅሟል ባሉት የዘር ማፅዳት ወንጀልን በተመለከተ ባወጣው መግለጫ ነው...",politics,No preannotation,2023-01-05 21:01:15.392652+00:00,2023-01-05 21:01:15.392682+00:00,messay.gemeda
3146,No sequence ID (upload ID: 19796),"አራት የኤርትራ የእግር ኳስ ብሔራዊ ቡድን አባላት ኡጋንዳ ውስጥ ጠፉ. 
    አራት የኤርትራ የእግር ኳስ ብሔራዊ ቡድን አባላት ኡጋንዳ ውስጥ መጥፋታቸው ታወቀ ከ20 ዓመት በታች የሴካፋ እግር ኳስ ውድድር ላይ ለመሳተፍ ወደ ኡጋንዳ ካቀኑት ተጫዋቾች መካከል አራቱ ወደ ሆቴላቸው ያልተመለሱ ሲሆን፤ ቅድመ ዝግጅት ለማድረግ በተዘጋጀው ልምምድ ላይም አልተገኙም ተብሏል...",sports,No preannotation,2023-01-05 21:01:50.983835+00:00,2023-01-05 21:01:50.983863+00:00,messay.gemeda
3149,No sequence ID (upload ID: 19797),"ጃዋር መሐመድ እና በቀለ ገርባ፡ የታሳሪዎችና የቤተሰቦቻቸው የባንክ አካውንት መታገዱ ተሰማ. 
    የአርቲስት ሃጫሉ ሁንዴሳ ግድያን ተከትሎ በቁጥጥር ሥር የዋሉ ሰዎች እና የቤተሰብ አባላት የባንክ አካውንት እንዲታገድ በመደረጉ የቤተሰብ አባሎቻቸው ገንዘብ ማንቀሳቀስ ባለመቻላቸው ለችግር መጋለጣቸውን ለቢቢሲ ተናገሩ የተጠርጣሪዎች ጠበቃ በበኩላቸው የባንክ አካውንቶቹ እንዳይንቀሳቀሱ የተደረገው ያለ ፍርድ ቤት ትዕዛዝ ነው በሚል ቅሬታ አሰምተዋል...",politics,No preannotation,2023-01-05 21:02:04.263648+00:00,2023-01-05 21:02:04.263677+00:00,messay.gemeda
3156,No sequence ID (upload ID: 19800),"የሱዳን ጦር የራሱን ጠቅላይ ሚኒስትር እንዳይሾም ምዕራባውያን አስጠነቀቁ. 
    የሱዳኑ ጠቅላይ ሚኒስትር አብደላ ሐምዶክ ሥልጣናቸውን መልቀቃቸውን ተከትሎ የሱዳን ጦር ሠራዊት የራሱን ጠቅላይ ሚኒስትር እንዳይሾም ምዕራባዊያን አገራት አስጠነቀቁ አሜሪካ፣ ኖርዌይ፣ ብሪታኒያ እና የአውሮፓ ሕብረት የሱዳን ወታደራዊ መሪዎች እራሳቸው የሚፈልጉትን ተተኪ ጠቅላይ ሚኒስትር የሚሰይሙ ከሆነ በአገሪቱ ያለው ቀውስ ይባባሳል ብለዋል...",politics,No preannotation,2023-01-05 21:03:06.289966+00:00,2023-01-05 21:03:06.289994+00:00,messay.gemeda
3168,No sequence ID (upload ID: 19802),"የደቡብ አፍሪካ ሊቀ ጳጳስ ዴዝሞንድ ቱቱ በ90 ዓመታቸው አረፉ. 
    የደቡብ አፍሪካ ሊቀ ጳጳስ ዴዝሞንድ ቱቱ በ90 ዓመታቸው አረፉ ዴዝሞንድ ቱቱ በደቡብ አፍሪካ የጨቋኙን አፓርታይድ ስርዓት እንዲወገድ የታገሉና የኖቤል የሰላም ተሸላሚም ነበሩ...",religion,No preannotation,2023-01-05 21:04:48.102430+00:00,2023-01-05 21:04:48.102459+00:00,messay.gemeda
3176,No sequence ID (upload ID: 19804),"ቲቢ ጆሽዋ፡ ታዋቂው የሐይማኖት ሰባኪ 'በጥላቻ ንግግር' ምክንያት የዩቲዩብ አካውንታቸው ታገደ. 
    ታዋቂው ናይጄሪያዊ የሐይማኖት ሰባኪ ቲቢ ጆሽዋ ከጥላቻ ንግግር ጋር በተያያዘ ቅሬታ ቀርቦባቸዋል በማለት ዩቲዩብ የግል አካውንታቸውን ማገዱን አስታወቀ ቅሬታውን ያቀረበው አንድ ገለልተኛ የሰብአዊ መብት ተሟጋች የኢቫንጀሊካን ሐይማኖት ሰባኪውን ሰባት የሚሆኑ የዩቲዩብ ቪዲዮዎች ከተመለከተ በኋላ በሁሉም ላይ የተመሳሳይ ጾታ አፍቃሪያንን ለመፈወስ  ጸሎት ሲያደርግ ነበር ብሏል...",religion,No preannotation,2023-01-05 21:05:47.583034+00:00,2023-01-05 21:05:47.583063+00:00,messay.gemeda
3179,No sequence ID (upload ID: 19805),"በአውሮፓ የቦክስ ሻምፒዮና የወርቅ ሜዳሊያ አሸናፊው ትውልደ ኢትዮጵያዊ. 
    በዚህ ዓመት አርሜኒያ ውስጥ በተካሄደው የአውሮፓ የቦክስ ሻምፒዮና ላይ አየርላንድን ወክለው በቡጢው መድረክ ለመፎካከር ከተሰለፉ መካከል ጋብርኤል ዶሰን አንዱ ነበር ትውልደ ኢትዮጵያዊው ጋብርኤል በዚህ ስፖርት በአየርላንድ ውስጥ ዝናው ከፍ ያለ ነው...",sports,No preannotation,2023-01-05 21:06:16.198349+00:00,2023-01-05 21:06:16.198378+00:00,messay.gemeda
3181,No sequence ID (upload ID: 19806),"ኮሮናቫይረስ ፡ አሜሪካ የዩናይትድ ኪንግደም መንገደኞች ኮቪድ እንዲመረመሩ የሚያስገድድ ደንብ አወጣች. 
    አሜሪካ ከዩናይትድ ኪንግደም (ዩኬ) የሚመጡ የሁሉም አየር መንገድ ተሳፋሪዎች በ72 ሰዓታት ውስጥ ከኮቪድ- 19 ነፃ መሆናቸውን ማሳየት አለባቸው አለች ይህ ውሳኔ የተላለፈው በዩኬ በተገኘው አዲስ የኮሮናቫይረስ ስጋት ምክንያት ነው...",health,No preannotation,2023-01-05 21:06:36.481229+00:00,2023-01-05 21:06:36.481257+00:00,messay.gemeda
3185,No sequence ID (upload ID: 19807),"የቺሊ ብሔራዊ ቡድን ሊሰልለኝ ነበር ያለውን ድሮን ቢጥልም ስህተት መሥራቱ ታወቀ. 
    በሩጫው የስፖርት መስክ ኢትዮጵያና ኬንያ ተቀናቃኞች እንደሆኑት ሁሉ የደቡብ አሜሪካ አገራት የሆኑት ቺሊና አርጀንቲና ደግሞ ለዘመናት በእግር ኳስ ውድድር ተቀናቃኝነታቸው ይታወቃሉ ለዚህም ነው ሁለቱ አገራት ለዓለም ዋንጫ ማጣሪያ ዛሬ ሐሙስ ከሚያደርጉት ግጥሚያ ቀደም ብሎ የቺሊ ብሔራዊ ቡድን ልምምድ በሚያደርግበት ሜዳ ላይ አንዲት ድሮን ስታንጃብብ ጥርጣሬ የተፈጠረው...",sports,No preannotation,2023-01-05 21:07:24.763916+00:00,2023-01-05 21:07:24.763943+00:00,messay.gemeda
