 ,en_review,yo_review,yo_mt_review,rating,sentiment
193,"Relatable

This was a very well acted Nollywood film. My experience with previous films from Africa that I've watched haven't been acted well.","Eré tó yeni
Eré Nollywood tí àwọn òṣèré kópa wọn dáradára. Ìrírí mi nípa àwọn eré tí wọ́n se ní áfríkà tẹ́lẹ̀ kò dára nítorípé wọn kò gbé iṣẹ́ jáde dáradára.","Ti o jọmọ

Eyi je fiimu Nollywood kan ti o ṣe daradara pupọ. Iriri mi pẹlu awọn fiimu iṣaaju lati Afirika ti Mo ti wo ko ti ṣe daradara.”",8,positive
194,"Nigerian Prince stands out for its setting, making it a welcome addition to the crime movie pantheon.","Eré Nigeria Prince tayọ nínú ètò rẹ̀, èyí losi jẹ kí o jẹ àfikún sí àwọn eré ti o nííṣe pẹ̀lú ọ̀ràn","Ọmọ-alade Naijiria ṣe pataki fun eto rẹ, ti o jẹ ki o ṣe afikun itẹwọgba si pantheon fiimu ẹṣẹ.",8,positive
195,"Citation is an important window into the gender politics of a culture seemingly very different ìnto our own, but where the nuts-and-bolts sexist dynamics that have oppressed and left women around the world open to abuse remain sadly familiar",Citation jẹ́ ọ̀nà pàtàkì sínu àṣà ṣíṣe ìyàtò láarin ọkùnrin àti obìnrin tí ó yàtọ̀ sí ìṣ̣ẹ wa sùgbọ́n níbi tí ó tí fi àwọn obìnrin káàkìrì àgbáyé sínú ewu àị̀bùolafún.,"Itọkasi jẹ window pataki si iṣelu iṣelu ti aṣa ti aṣa ti o dabi ẹnipe o yatọ pupọ si tiwa, ṣugbọn nibiti awọn eso-ati-boluti awọn agbara ibalopo ti o ti nilara ati fi awọn obinrin silẹ ni ayika agbaye ni ṣiṣi si ilokulo jẹ faramọ ni ibanujẹ.",8,positive
196,"""Citation"" works best when it hovers in the infuriating skepticism hurled at its young protagonist as she makes her case, and it's unclear whether the system will work in her favor until the final, unnerving act.","Eré Citation ṣe iṣẹ gidi nígbàtí o ṣàfihàn ìgbàgbọ òṣèré pàtàkì àti bí wón se gbógun tó nígbà tí ó sàlàyé oun tí ó ṣẹlẹ̀ sí, bésìnì lákọ̀kọ́ó kò ye ni bóyá ìdájọ́ náà yóò ṣàfàní fún òṣèré náà Àbí yóò ṣe àkóbá fún.","""Itọkasi"" n ṣiṣẹ dara julọ nigbati o ba npa ni ṣiyemeji ibinu ti a sọ si ọdọ protagonist ọdọ rẹ bi o ṣe n ṣe ọran rẹ, ati pe koyewa boya eto naa yoo ṣiṣẹ ni ojurere rẹ titi di ipari, iṣe aibikita.",8,positive
197,I thought it was a traditional action movie. But it has a very good story with meaningful inspiration. It uncovers the competition between weapons and water in Africa.,Mo rò wípé eré ibile oníjà ni. Sùgbón o ni ìtàn tí ó dára tí ó sì mú ọpọlọ dání. O sí aso lójú ìjà láàrin oun èlò ogun àti omi nílè Áfríkà.,Mo ro o je kan ibile igbese movie. Ṣugbọn o ni itan ti o dara pupọ pẹlu awokose ti o nilari. O ṣii idije laarin awọn ohun ija ati omi ni Afirika.,8,positive
198,A great film; and was a huge success at the time of release. Films like Glamour Girls put the Nigerian film industry on the map; Nollywood owes this film a lot.,Eré ńlá tí o sì ní àṣeyọrí nla ní àsìkò ìgbéjáde rẹ. Eré bíi ti Glamour Girls gbé iléeṣé iṣẹ eré ni Nàìjíríà jáde lórí àwòrán ayé. Nollywood jẹ eré yìí ní gbèsè.,Fiimu nla kan; ati pe o jẹ aṣeyọri nla ni akoko idasilẹ. Awọn fiimu bii Glamour Girls fi ile-iṣẹ fiimu Naijiria sori maapu; Nollywood ni gbese fiimu yii lọpọlọpọ.,8,positive
199,"Great movie but weak ending

The movie was great until the last 20 minutes, it's just went armateur. Was strong until they had to fill in too much details just before the end and then not even end the story.","Eré tó dára sùgbón ko ní ìparí tó dára. 
Ere yìí dùn títí tí ó fi dé ìṣẹ́jú ogún tí yóò fi parí. Eré náà dára títí di ìgbà tí wọ́n fi fi àṣejù síi, èyí ni kòsì jẹ kí eré náà parí dáradára","""Fiimu nla ṣugbọn ipari ti ko lagbara

Awọn movie je nla titi ti o kẹhin 20 iṣẹju, o ti n kan lọ armateur. Ni agbara titi wọn fi ni lati kun awọn alaye pupọ pupọ ṣaaju opin ati lẹhinna paapaa ko pari itan naa. ”",8,positive
200,"Hits the right note
The language is Street, the cast stellar, cinematography and editing is on point. It also has a great plot. Best of all it puts Ajegunle on the map.","Eré náà sọ ojú abẹ́ niko
Èdè tí wọn ló jẹ èdè oríta, àwọn òṣèré náà ṣe bẹbẹ, ìgbé eré jáde àti ìsàtúntò naa dara lọ́pọ̀. Ó sì tún ní ìtàn tó dára. Pabambarì rẹ̀ ni wípé ó gbé Ajegunle sórí àwòrán ayé.","O lu akọsilẹ ọtun
Ede naa jẹ Street Street, irawọ simẹnti, sinima ati ṣiṣatunṣe wa lori aaye. O tun ni idite nla kan. Ju gbogbo rẹ lọ o fi Ajegunle sori maapu.",8,positive
201,They took a risk but the execution from production to acting was very well done.,Wọ́n farawọn wéwu ṣùgbọn ìgbéjáde eré náà dára.,Wọn mu eewu ṣugbọn ipaniyan lati iṣelọpọ si iṣe ti ṣe daradara.,8,positive
202,I really enjoyed and would recommend to any lover of non English language film.,"Mo gbádùn eré náà, màá sí tún fẹ́ sọ fún àwọn olùfẹ́ eré tí kò kìí ṣe ti gẹ̀ẹ́sì láti wo.",Mo gbadun gaan ati pe yoo ṣeduro fun eyikeyi ololufẹ fiimu ti kii ṣe ede Gẹẹsi.,8,positive
203,I  thought the movie was well done. It's subject matter however is deadly serious. Kudos to the dedicated men and women of Lagos,Mo rò wípé eré náà dára. Àmó ìkòrí eré náà lágbára. Mo gbé òsùbà fún àwọn olùfokànsín lọ́kùnrin and lóbìnrin ilé èkó.,Mo ro pe fiimu naa ti ṣe daradara. Koko-ọrọ rẹ sibẹsibẹ jẹ apaniyan pataki. Adupe fun awon okunrin ati obinrin ti o ya si ilu Eko,8,positive
204,It was pretty interesting to actually find out how the hymn Amazing Grace was actually written.,Ó dùn móni gidigidi láti mọ bí orin Amazing Grace ṣe di kíkọ,O jẹ ohun ti o dun pupọ lati rii bi o ṣe kọ orin Amazing Grace nitootọ.,8,positive
205,"its a good movie, see it.","Eré tó dára ní, ẹ wòó","fiimu ti o dara, wo.",8,positive
206,"pretty good movie, but it felt kinda long to me... but definately worth watching","Eré tó dára ní, ṣùgbọ́n mo rò wípé ó ti gùn jù. Sùgbọ́n nítòótó, ó yẹ fún wíwo.","fiimu ti o dara lẹwa, ṣugbọn o ro pe o pẹ fun mi… ṣugbọn pato tọ wiwo",8,positive
207,EXCELLENT film! The actors were great performers. The scenery and backdrops were well done. The soundtrack outstanding. The storyline is the bomb!,Eré tó tayọ. Àwọn òṣèré náà kú ojú òsùnwọ̀n. Ìwòyè àti ètò eré náà dára púpọ. Orin eré náà tayọ. Ìtàn eré náà sì dára gidigidi.,fiimu ti o tayọ! Awọn oṣere jẹ oṣere nla. Awọn iwoye ati backdrops won daradara ṣe. Ohun orin to dayato. Awọn itan itan jẹ bombu!,8,positive
208,"Nice storyline
Good movie, nice storyline. I like the fact that actors from different African countries acted in this movie.","Ìtàn tí o dára.
Eré gidi pẹ̀lu ìtàn tó dára. Mo sì tún fẹràn wípé àwọn òṣèré láti orísìrisi orílẹ̀ èdè ní Africa kópa nínú eré náà.","Itan itan ti o dara
Fiimu ti o dara, itan itan to dara. Mo nifẹ si otitọ pe awọn oṣere lati oriṣiriṣi awọn orilẹ-ede Afirika ṣe iṣere ninu fiimu yii.",8,positive
209,"This movie is a bit hard to follow but it is worth the effort. A sort of Romeo and Juliet story set in Nigeria. The parents are like all others wanting only the best for the kids. If you like romantic comedies, pay close attention and you will be rewarded in the end.","Eré náà lè diẹ láti fi ọkàn báa lọ àmọ́ o to akitiyan tí wọ́n fi síi. Ó dàbí eré Romeo and Juliet ni a ṣẹ ní orílẹ̀-ède Nàìjíríà. Àwọn òbí gẹ́gẹ́ bí àwọn mìíràn fẹ́ oun tó dára fún àwọn ọmọ wọn. Tí o bá fẹ́ràn eré ìfẹ tó sì tún panilérìn-ín, wo eré yìí títí dé òpin, wà á síì gbádùn rẹ̀.","Fiimu yii jẹ lile diẹ lati tẹle ṣugbọn o tọsi igbiyanju naa. Iru itan Romeo ati Juliet ti a ṣeto ni Nigeria. Awọn obi dabi gbogbo awọn miiran nfẹ nikan ti o dara julọ fun awọn ọmọde. Ti o ba fẹ romantic comedies, san sunmo akiyesi ati awọn ti o yoo wa ni san nyi ni ipari.",8,positive
210,"A feel good movie.

It's a Iight great watch. Not heavy and quite funny without seeming to!","Eré tó dára 
Eré tó láti wò láìsí ìjìnlẹ̀ kankan. Kò jinlẹ̀ béèsìni ó panílèrín láìrò","""Fiimu ti o dara.

O jẹ aago Iight nla kan. Ko wuwo ati ẹrin pupọ laisi dabi ẹnipe!”",8,positive
211,The 7 episode show went through the backstory of the African people and it really delves into the stories no one hears about and the unsung heroes that lead the Nigerian people to finding their independence.,Ìran keèje ṣàfihàn ìtàn àwọn ènìyàn Áfríkà ti o sí tuń sọ nìpa àwọn akọni tí ó ti kọjá tí wón sì kópa nínú gbígba òmìnira fún Nàìjíríà.,Ifihan isele 7 naa kọja nipasẹ itan ti awọn eniyan Afirika ati pe o jinlẹ gaan sinu awọn itan ti ẹnikan ko gbọ ati awọn akọni ti ko kọrin ti o mu ki awọn eniyan Naijiria wa ominira wọn.,8,positive
212,"Good movie...

Excellent film, in a dystopian future in Nigeria, with all its ailments, a hope in honesty and manliness, turn to chaos, very good, female characters in addition to beautiful strong and determined, unscrupulous taking advantage of despair and helplessness, good tension scenes , good movie..","Eré tó dára.
 
Eré tó tayọ, nínú àìní àfojúsùn fún ọjọ́ iwájú ní orílẹ̀ èdè Nàìjíríà pẹ̀lú gbogbo àìlera rẹ̀, ìrètí nínú ìsòtítọ́ àti ìsọ̀kan akín yorísí ìdàrúdàpọ̀. Ìkópa dídára òṣèré obìnrin ní àfikún sí afojusun lati mu ànfàní àsìkò ìpayà àti àìlágbára lọ. Eré tó dára pẹlú akoko ẹdọfu.","Fiimu ti o dara ...

Fiimu ti o dara julọ, ni ọjọ iwaju dystopian ni Nigeria, pẹlu gbogbo awọn ailera rẹ, ireti ni otitọ ati iwa ọkunrin, yipada si idarudapọ, ti o dara pupọ, awọn ohun kikọ obirin ni afikun si lẹwa ti o lagbara ati ipinnu, aiṣedeede ti o ni anfani ti ibanujẹ ati ailagbara, awọn oju iṣẹlẹ ti o dara. fiimu ti o dara..",8,positive
213,"Amazing
I'd of normally flicked past this, but honestly it's an amazing story. You can tell it had a low budget, but the direction and screen play is fantastic! The choreography of the fight scenes lacked a little. Worth a watch definitely","Ìyàlẹ́nu
Tẹ́lẹ̀tẹ́lẹ̀, mi ò kí n kàsíí, ṣùgbọ́n nítòótó, eré yìí yanilẹ́nu. Níṣe ni èèyàn máa mọ wípé, wón kò náwó púpọ̀ lórí eré náà sùgbọ́n ìfojúsùn wọn àti ìṣe eré náà yanilẹ́nu. Bótilẹ̀jẹ́pé, ibi ìṣẹ̀lẹ̀ ìjà náà kò dára tó, síbẹ̀síbẹ̀, ó yẹ fún wíwo.","Iyanu
Emi yoo ṣe deede kọja eyi, ṣugbọn nitootọ o jẹ itan iyalẹnu. O le sọ pe o ni isuna kekere, ṣugbọn itọsọna ati ere iboju jẹ ikọja! Awọn choreography ti awọn oju iṣẹlẹ ija ko ni diẹ. O yẹ aago kan pato",8,positive
214,"I thought it would be quite boring, however it was more engaging than I supposed, good characters, good acting, marathoning Nigerian movies and in love with them... , by the elite population, sad observation, apart from the patriarchal machismo, the scene of the wife humiliating herself to apologize, on her knees, was outrageous, although it has a comical character, veiled submission, or explicit...","Mo rò wípé eré náà kò ní dùn ni, ṣùgbọ́n ó ju bí mo ti rò lọ. Eré náà ni àwọn osere daradara ti wọn ṣiṣẹ́ takuntakun, mo fẹ́ràn àwọn eré Nàìjíríà. Ṣùgbọ́n ǹkan tí kò dára tí mo rí nínú eré náà ni bí ìyàwó ilé ṣe fi ara rẹ̀ sẹlẹ́yà tí ó sì bẹ̀bẹ̀ lórí eékún, bótilẹ̀jẹ́pé, ìṣẹ̀lẹ̀ náà panilérìn-ín síbẹ̀síbẹ̀, kò kún tó.","Mo ro o yoo jẹ ohun alaidun, sibẹsibẹ o je diẹ lowosi ju Mo ti ro, ti o dara ohun kikọ, ti o dara osere, marathoning Nigerian sinima ati ni ife pẹlu wọn... , nipa awọn Gbajumo olugbe, ibanuje akiyesi, yato si lati awọn patriarchal machismo, awọn Ìrísí tí ìyàwó ń dojúbolẹ̀ ara rẹ̀ láti tọrọ àforíjì, lórí eékún rẹ̀, jẹ́ ohun ìríra, bí ó tilẹ̀ jẹ́ pé ó ní ìhùwàsí apanilẹ́rìn-ín, ìfarabalẹ̀ tí ó bojú, tàbí tí ó ṣe kedere...",8,positive
215,WARNING YOU HAVE GOT TO WATCH THE END OF THE CREDITS THROUGHOUT THIS MOVIE AS SOMETHING HAPPENES AT THE END OF THE CREDITS THROUGHOUT THIS MOVIE........,Ìkìlọ. O ní láti wo ìparí eré yìí nítorí wípé ǹkan ṣẹlẹ̀ ní ìparí eré náà.,IKILO O NI KI O WO Opin Ikiresi LATI FI IMILE YII BI OHUN NKAN SE N SE NI OPIN IRE NIPA NIPA FILM YI........,8,positive
216,Two couples survive the woes of war in Biafra. Film for TV but with a complicated history. The war is not shown to be very bloody.,Àwọn olólùfẹ́ méjì la ewu ìjà Biafra kọjá. Eré tó yẹ fún orí amóhùnmáwòrán ṣùgbọ́n pẹ̀lú ìtàn tó dojúrú. Wọn kò ṣàfihàn ìjà náà pèlú ìtàjẹ̀sílẹ̀ tó lágbára,Tọkọtaya meji la wahala ogun ni Biafra. Fiimu fun TV ṣugbọn pẹlu itan idiju. Ogun naa ko han pe o jẹ ẹjẹ pupọ.,8,positive
217,This was Surprisingly interesting. True story movies are almost always good.,Eré yìí jẹ́ ìyàlẹ́nu tí ó dùn gidigidi. Àwọn eré tó dálẹ́ ìtàn ìgbésí ayé ènìyàn má n dún gidigidi,Eleyi je Iyalẹnu awon. Awọn fiimu itan otitọ jẹ fere nigbagbogbo dara.,8,positive
218,"A must see, very interesting story and well acted, great collaboration with Hollywood and Nollywood actors. I thoroughly enjoyed it.","Eré tí èèyàn gbọdọ̀ wò ni, ìtàn tí ó dára tí wọ́n sì ṣe dáradára pẹ̀lú àkójọpọ̀ àwọn òṣèré Hollywood àti Nollywood. Mo gbádùn-un rẹ̀.","A gbọdọ rii, itan ti o nifẹ pupọ ati iṣe daradara, ifowosowopo nla pẹlu Hollywood ati awọn oṣere Nollywood. Mo gbadun rẹ daradara.",8,positive
219,"Low-key, low-budget, high-intelligence, this is precisely the kind of film London ought to be producing.","Láì pariwo, Láì náwó jù, pẹ̀lú isẹ́ ọpọlọ pípé, irú eré tí ó yẹ́ kí àwọn London máa gbé jáde níyì.","Bọtini kekere, isuna kekere, oye giga, eyi jẹ deede iru fiimu ti Ilu Lọndọnu yẹ ki o gbejade.",8,positive
220,"While it's certainly social commentary, Gone Too Far is also a breath of fresh air in the often stifling stable of British sociorealism.","Bí ó ti lẹ dá lórí àsọyé àwùjọ, síbẹ̀ eré e Gone Too Fara jẹ́ ìtura kúrò ìwùwà àti igbe-aye àwọn òyìnbó.","Lakoko ti o jẹ asọye asọye awujọ, Lọ Ju Jina tun jẹ ẹmi ti afẹfẹ titun ni iduroṣinṣin igbagbogbo ti sociorealism Ilu Gẹẹsi.",8,positive
221,"Beautiful Story/Script

I enjoy the the storyline The cast played their role well. Felt all the emotions and feels

Definitely worth the watch💯","Eré ti o dara
 
Mo gbádùn ọ̀nà tí wọ́n gbé e gbà kọ eré naa. Àwọn eléré ṣe ipa wọn dáradára. 
 
Nítòótọ́, ó yẹ fún wíwo.","""Itan / Akosile ti o lẹwa

Mo gbadun itan-akọọlẹ Awọn oṣere naa ṣe ipa wọn daradara. Rilara gbogbo awọn ẹdun ati awọn ikunsinu

Ni pato tọ aago naa💯""",8,positive
222,"serious drama with subtle comedy, my type",Eré tí o lé ti ó sí ní àsìkò ẹ̀rín. Ìyẹn ní irú àwọn eré tí mo fẹ́ràn.,"eré pataki pẹlu awada arekereke, iru mi",8,positive
223,"Not the regular Nigerian movie

Defied all odds. I saw this movie on Amazon Prime. They tried with the plot. To think that I almost didn't see it due to my expectations. I am amazed.","Kìí ṣe bí irú àwọn eré Nàìjíríà tí a ti mọ̀.
Ó ju bì ti àwọn tẹ́lẹ̀ lọ. Mo rí eré yìí lóri Amazon Prime. Wón gbìyànjú pẹ̀lú ọ̀nà tí wọ́n gbé kọ eré náà. Ìyàlẹ́nu lójé fúnmi nítorí wípé mi ò rò tẹ́lẹ̀ ní ònà yẹn","""Kii ṣe fiimu Naijiria deede

Defied gbogbo awọn aidọgba. Mo rii fiimu yii lori Amazon Prime. Wọn gbiyanju pẹlu idite naa. Lati ronu pe Emi ko fẹrẹ rii nitori awọn ireti mi. O yà mi lẹnu.""",8,positive
224,"Nollywoody producing fantastic works, which seemed to be just another sugar water romance a la ""Romeo and Juliet.""","Nollywood gbé iṣẹ́ gídi jáde tí ó dàbí eré ìfẹ mìíràn bíi ti Romeo and Juliet,","Nollywoody ti n ṣe awọn iṣẹ ikọja, eyiti o dabi ẹni pe o jẹ ifẹ omi suga miiran a la ""Romeo ati Juliet.""",8,positive
225,I enjoyed this movie 🎥! Great acting and a different twist ending!👍,Mo gbádùn eré náà. Eré tí ó dára tí ó sì ní ìparí tí ó dára yàtọ̀.,Mo gbadun fiimu yii 🎥! Oṣere nla ati ipari lilọ ti o yatọ!👍,8,positive
226,"Fast-paced, funny, and sweet, The Royal Hibiscus Hotel proves that playing within genre doesn't have to result in a mediocre film","Eré tí ó yára, tí o panilerin ti o sí dun. Ile igbafe Royal Hibiscus ti fihàn pé àwọn irú eré yìí kò yẹ kí o ́yorísí eré tí ó kún ojú òṣùwọ̀n.","Iyara, ẹrin, ati aladun, Royal Hibiscus Hotẹẹli jẹri pe ṣiṣere laarin oriṣi ko ni lati ja si fiimu agbedemeji kan",8,positive
227,"Heart-felt movie...No frills or thrills, but really enjoyable.",Eré tòótọ tí ó wọni lọ́kàn. Eré ìgbáládùn láìsí àsọdùn tàbí àṣejù,"Fiimu ti o ni ọkan-ọkan… Ko si awọn itunu tabi awọn iwunilori, ṣugbọn igbadun gaan.",8,positive
228,"A feelgood story the entire family can watch, and Nnaji's performance makes you want to see Adaeze win in the end.","Ìtàn tí ó dára fún gbogbo ẹbí láti wò, àtiwípé iṣẹ́ ẹ Nnaji yìí ó fẹ kí ẹri wípé Adaeze yege ní ìkẹyìn.","Itan ti o dara ni gbogbo ẹbi le wo, ati iṣẹ Nnaji jẹ ki o fẹ lati rii Adaeze bori ni ipari.",8,positive
229,"A light hearted drama more than a laugh out loud comedy, Lionheart symbolizes Nigerian film reaching a global audience in a big way.","Eré tó n duni nínú ju eré  àláwàdà lọ, Lionheart ti fi ààmì hàn wípé fíìmù orílẹ̀-èdè Nàìjíríà kàn àpéjọ àgbáyé ní ọ̀nà nlá","Ere idaraya ti o ni imọlẹ diẹ sii ju ẹrin ti n pariwo awada, Lionheart ṣe afihan fiimu Naijiria ti o de ọdọ awọn olugbo agbaye ni ọna nla.",8,positive
230,I really enjoyed watching the movie. First time seeing Nollywood do something that can compete internationally.,"Mo gbádùn láti wò fíìmù náà, ìgbà àkọ́kọ́ tí màá rí kí Nollywood ṣe ǹkan tí ó le díje ní àgbáyé.",Mo gbadun wiwo fiimu naa gaan. Ni igba akọkọ ti ri Nollywood ṣe nkan ti o le dije ni kariaye.,8,positive
231,"Lionheart is a solid film that effectively portrays sexism in workplace in Nigeria. It is very straightforward, highly predictable and also quite weakly directed by Genevieve Nnaji. But on the opposite side of things, her acting performance is terrific, and she successfully elevated both the character and the overall material. The movie is clichéd, but charming. It would have been a perfect potential nominee for the Academy had they not stupidly eliminated it due to it being filmed in the English language.","Lionheart jẹ́ fíìmù tí o lágbára tó sì fi ìbálòpọ̀ hàn dáradára ní ibi-iṣẹ́ mi orílè-èdè Nàìjíríà. Ó wá ní ọ̀nà òtítọ́, àsọtẹ́lẹ̀ gíga àti ní ìtọ́sọ́nà ní ye aláìlágbára nípasẹ̀ Genevieve Nnaji. Ṣùgbọ́n ní ọnà ìdákejì, iṣẹ́ ṣíṣe rẹ̀ kò jẹ lásán àti wípé o fi iṣẹ́ ìgbéga hàn fún òṣèré ati awọn òun èlò òṣèré. Fíìmù nàà jẹ́ oun ìwúrí. Yíò o dára láti yàn án fún ilé - ẹ̀kọ́ fíìmù,tí kò bá n se wipe wọ́n ṣe ní èdè gèésì.","Lionheart jẹ fiimu ti o fẹsẹmulẹ ti o ṣe afihan ibalopo ni imunadoko ni aaye iṣẹ ni Nigeria. O jẹ taara pupọ, asọtẹlẹ gaan ati pe o tun jẹ alailagbara nipasẹ Genevieve Nnaji. Ṣugbọn ni apa idakeji ti awọn nkan, iṣẹ iṣe rẹ jẹ ẹru, ati pe o ṣaṣeyọri igbega mejeeji ihuwasi ati ohun elo gbogbogbo. Fiimu naa jẹ clichéd, ṣugbọn pele. Yoo jẹ yiyan ti o ni agbara pipe fun Ile-ẹkọ giga ti wọn ko ba pa a kuro lọna aimọgbọnwa nitori ti o ya aworan ni ede Gẹẹsi.",8,positive
232,Fun to watch especially if u understand the Igbo language... But in general it's a good and interesting movie..,"Ó dun láti wò pàá pàá tí ó bá ní òye èdè Igbo ṣùgbọ́n ní gbogbogbò,o jẹ fíìmù tí o dára",Fun lati wo paapa ti o ba loye ede Igbo... Ṣugbọn ni gbogbogbo o jẹ fiimu ti o dara ati ti o wuni..,8,positive
233,I really enjoyed watching the movie. First time seeing Nollywood do something that can compete internationally.,Mọ gbádùn wíwọ fíìmù náà. Ìgbà àkọkọ tí mo rí kí Nollywood ṣe nkán tí o le díje ní àgbáyé,Mo gbadun wiwo fiimu naa gaan. Ni igba akọkọ ti ri Nollywood ṣe nkan ti o le dije ni kariaye.,8,positive
234,"Farming is based upon writer / director Adewale Akinnuoye-Agbaje's life as a young Nigerian boy who was fostered to a white working class British family in the 1980's. This was something that occurred frequently from the 1960's - 1980's and became known as farming. The film's main focus is on identity and how this young boy grew up confused and alone with a verbally abusive and casually racist white British mother and traditional conservative Nigerian parents who he only saw every few years. He struggled to accept who he was, forming a strong desire to be white and eventually fell in with a group of abusive and violent skinheads, completely losing his way until tragic and violent events eventually lead him back to the right path and accepting his own identity. I thought this was excellent. Damon Idris is superb in the lead role as someone who is filled with so much hate for himself and others who share his cultural identity yet also hates the new group that have formed around him. It's tense, harrowing and a powerful film and my heart breaks for any children that were put through this system because it must have been a real struggle adjusting to life in Nigeria after spending time growing up on the streets with the white British working class .","Farming dá lé ìtàn ayé ò kọwé ati Olùdarí Adéwálé Akinnuoye-Agbaje gẹgẹ bí ọmọdé kùnrin Nàìjíríà, tí àwọn ẹbí alawọ funfun gba sí ọdọ ni ọdún 1980. Èyí jẹ òun tó ṣẹlẹ larin odun 1960 sí ọdún 1980, èyí tí a mọ̀ sí ògbìn. Fíìmù náà dá lórí bí ọmọdé kùnrin yìí ṣe da'mu láti mọ ẹni tí o jẹ,pẹlu ìyá alawọ funfun tí o jẹ ẹlẹ́yàmẹ́yà tí o má n ni àti òbí Nigeria rẹ tí wọn pa àṣà mọ èyí tí o má n rí ní ọdún kánkan sí ra wọn. O tiraka láti gba irú ènìyàn tó jẹ o sí tún nife lati je alawọ funfun èyí tí o sọkún fa ki o dára po mọ́ àwọn ọrẹ búburú èyí tí o jẹ ki o kùnà pátá pátá. Nígbà tí àwọn àjálù burúkú sele ní o to pada sí ònà tí o tọ,tí o sí faramọ́ iru faramo irú ènìyàn tí o jẹ́.O dára lọpọlọpọ. Damon Idris jẹ  òṣèré pàtàkì tó gbìyànjú láti jẹ kí a mọ bi o se kórìra ará rẹ àti àwọn tó won jọ ní àsà kàn náà,tí o sí tún kórìra àwọn ẹgbẹ tuntun tí o yíká. O jẹ fíìmù tí o gara tí o sí lágbára. Ìbànújẹ ọkàn mi o jẹ fún mi láti rọ iye àwọn ọmọ ti irú nkan bayii ṣẹlẹ́ sí. Yi o jẹ ìjàkadì nla fún wọn láti faramọ́ ìgbé ayé Nàìjíríà lẹyìn tí wọn tí gbé pẹ̀lú àwọn òbí alawọ funfun","
Ogbin da lori igbesi aye onkọwe / oludari Adewale Akinnuoye-Agbaje gẹgẹbi ọmọdekunrin ọdọ Naijiria kan ti a ṣe abojuto si ẹgbẹ alawo funfun kan ti idile Gẹẹsi ni awọn ọdun 1980. Eyi jẹ nkan ti o waye nigbagbogbo lati awọn ọdun 1960 - 1980 ti o si di mimọ bi ogbin. Ohun pataki ti fiimu naa jẹ lori idanimọ ati bi ọmọdekunrin yii ṣe dagba ni idamu ati pe o nikan ni iya funfun ti o jẹ ẹlẹyamẹya ti Ilu Gẹẹsi ati awọn obi aṣaaju aṣa Naijiria ti o rii nikan ni ọdun diẹ. O tiraka lati gba ẹni ti o jẹ, ti o ni ifẹ ti o lagbara lati jẹ funfun ati nikẹhin ṣubu ni pẹlu ẹgbẹ kan ti ipanilaya ati iwa-ipa awọ-ara, ti o padanu ọna rẹ patapata titi di awọn iṣẹlẹ ti o buruju ati iwa-ipa bajẹ mu u pada si ọna titọ ati gbigba idanimọ tirẹ. . Mo ro pe eyi dara julọ. Damon Idris jẹ ohun ti o dara julọ ni ipa asiwaju gẹgẹbi ẹnikan ti o kún fun ikorira pupọ fun ara rẹ ati awọn miiran ti o pin idanimọ aṣa rẹ sibẹsibẹ tun korira ẹgbẹ titun ti o ti ṣẹda ni ayika rẹ. O jẹ ẹdọfu, harrowing ati fiimu ti o lagbara ati pe ọkan mi fọ fun awọn ọmọde eyikeyi ti a fi sinu eto yii nitori pe o gbọdọ jẹ Ijakadi gidi lati ṣatunṣe si igbesi aye ni Nigeria lẹhin lilo akoko dagba ni opopona pẹlu ẹgbẹ oṣiṣẹ funfun ti Ilu Gẹẹsi. ",8,positive
